Priority,Score,PANCE Yield,System,Subcategory,Condition,Missing Fields
0,100,3,"NEURO","Uncategorized","Neural Tube Defects (Spina Bifida, Anencephaly)",""
0,100,3,"RENAL","Obstructive Pulmonary Diseases","Obstructive Uropathy",""
0,100,3,"CV","Hypertension","Essential Hypertension",""
0,100,3,"CV","Uncategorized","Torsades de Pointes",""
0,100,2,"PSYCH","Uncategorized","Cyclothymic Disorder",""
0,100,3,"NEURO","Uncategorized","Parkinson's Disease",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Sinus Tachycardia",""
0,100,3,"NEURO","Cerebrovascular Disorders","Transient Ischemic Attack (TIA)",""
0,100,3,"DERM","Uncategorized","Seborrheic Dermatitis",""
0,100,3,"PSYCH","Uncategorized","Serotonin Syndrome (Psychiatric Perspective)",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Atrial Fibrillation",""
0,100,3,"ENDO","Uncategorized","Acromegaly",""
0,100,3,"NEURO","Uncategorized","Trigeminal Neuralgia",""
0,100,3,"PSYCH","Uncategorized","Acute Stress Disorder",""
0,100,3,"HEENT","Uncategorized","Corneal Foreign Body",""
0,100,3,"PSYCH","Uncategorized","ADHD",""
0,100,3,"PSYCH","Uncategorized","Adjustment Disorders",""
0,100,3,"HEENT","Uncategorized","Acute Bacterial Sialadenitis",""
0,100,2,"ENDO","Uncategorized","Angelman Syndrome",""
0,100,3,"GI","Biliary Disorders","Cholangitis",""
0,100,3,"PSYCH","Uncategorized","Alcohol Use Disorder",""
0,100,3,"CV","Heart Failure","Biventricular Heart Failure",""
0,100,3,"PSYCH","Uncategorized","Attention-Deficit/Hyperactivity Disorder (ADHD)",""
0,100,3,"HEENT","Uncategorized","Amblyopia",""
0,100,3,"PSYCH","Uncategorized","Barbiturate Intoxication",""
0,100,3,"PSYCH","Uncategorized","Body Dysmorphic Disorder",""
0,100,3,"ENDO","Uncategorized","Ehlers-Danlos Syndrome",""
0,100,2,"RENAL","Uncategorized","Oncocytoma",""
0,100,3,"HEENT","Uncategorized","Erythroplakia",""
0,100,3,"HEENT","Uncategorized","Temporomandibular Joint Disorder (TMJ)",""
0,100,2,"RENAL","Uncategorized","Xanthogranulomatous Pyelonephritis",""
0,100,3,"RENAL","Uncategorized","Papillary Necrosis",""
0,100,3,"DERM","Uncategorized","Simple Exanthematous Drug Eruption",""
0,100,3,"HEENT","Uncategorized","Otosclerosis",""
0,100,3,"HEME","Uncategorized","Disseminated Intravascular Coagulation (DIC)",""
0,100,2,"RENAL","Uncategorized","Renal Tubular Acidosis Type II (Proximal)",""
0,100,3,"HEENT","Uncategorized","Cataract",""
0,100,3,"HEENT","Uncategorized","Central Retinal Artery Occlusion (CRAO)",""
0,100,3,"CV","Uncategorized","Pulmonary Embolism (PE)",""
0,100,3,"RENAL","Uncategorized","Wilms Tumor (Nephroblastoma)",""
0,100,3,"GI","Uncategorized","Esophageal Stricture",""
0,100,3,"REPRO","Uncategorized","Atrophic Vaginitis / Genitourinary Syndrome of Menopause (GSM)",""
0,100,3,"CV","Uncategorized","Rheumatic Fever and Rheumatic Heart Disease",""
0,100,3,"ID","Uncategorized","Rheumatic Fever",""
0,100,3,"MSK","Uncategorized","Trochanteric Bursitis",""
0,100,3,"REPRO","Uncategorized","Cervical Cancer",""
0,100,3,"ID","Uncategorized","Norovirus",""
0,100,3,"CV","Cardiomyopathy","Restrictive Cardiomyopathy",""
0,100,3,"REPRO","Uncategorized","Functional Ovarian Cysts",""
0,100,3,"CV","Uncategorized","Myocarditis",""
0,100,3,"REPRO","Uncategorized","Gestational Trophoblastic Neoplasia",""
0,100,3,"CV","Vascular Disease","Chronic Arterial Occlusive Disease",""
0,100,3,"REPRO","Uncategorized","Human Papillomavirus (HPV) – Genital Warts",""
0,100,3,"HEENT","Uncategorized","Episcleritis",""
0,100,3,"GI","Uncategorized","Wilson Disease",""
0,100,3,"REPRO","Uncategorized","Menopause",""
0,100,3,"CV","Vascular Disease","Peripheral Arterial Disease (PAD)",""
0,100,3,"GI","Esophageal","Barrett's Esophagus",""
0,100,3,"REPRO","Uncategorized","Missed Abortion",""
0,100,3,"GI","Uncategorized","Electrolyte Abnormalities",""
0,100,3,"ENDO","Uncategorized","Hypoparathyroidism",""
0,100,3,"ENDO","Uncategorized","Hypopituitarism",""
0,100,3,"CV","Uncategorized","Superior Vena Cava Syndrome",""
0,100,3,"GI","Uncategorized","Ventral / Incisional Hernia",""
0,100,3,"REPRO","Uncategorized","Multiple Gestation (Twin Pregnancy)",""
0,100,3,"REPRO","Uncategorized","Oligomenorrhea",""
0,100,3,"CV","Valvular Disorders","Pulmonic Stenosis",""
0,100,3,"GI","Uncategorized","Appendicitis",""
0,100,3,"REPRO","Hepatic Disorders","Operative Vaginal Delivery (Forceps/Vacuum)",""
0,100,3,"HEENT","Uncategorized","Amaurosis Fugax",""
0,100,3,"ENDO","Uncategorized","Fatigue",""
0,100,3,"HEENT","Uncategorized","Central Retinal Vein Occlusion (CRVO)",""
0,100,3,"GI","Uncategorized","Vitamin B3 (Niacin) Deficiency (Pellagra)",""
0,100,3,"REPRO","Uncategorized","Postpartum Blues",""
0,100,3,"HEENT","Uncategorized","Tinnitus",""
0,100,3,"DERM","Uncategorized","Congenital Nevus",""
0,100,3,"REPRO","Infectious Diseases","Postpartum Mastitis / Breast Abscess",""
0,100,3,"GI","Uncategorized","Sigmoid Volvulus",""
0,100,3,"REPRO","Uncategorized","Postpartum Psychosis",""
0,100,3,"MSK","Uncategorized","Trigger Finger (Stenosing Tenosynovitis)",""
0,100,3,"DERM","Uncategorized","Tinea Versicolor",""
0,100,3,"CV","Hypertension","Secondary Hypertension",""
0,100,3,"REPRO","Uncategorized","Premenstrual Syndrome (PMS)",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Long QT Syndrome",""
0,100,3,"REPRO","Valvular Disorders","Umbilical Cord Prolapse",""
0,100,3,"GI","Hepatic Disorders","Hepatitis B",""
0,100,3,"GI","Uncategorized","Peptic Ulcer Disease",""
0,100,3,"CV","Uncategorized","Constrictive Pericarditis",""
0,100,3,"GI","Uncategorized","Insulinoma",""
0,100,3,"DERM","Uncategorized","Toxic Epidermal Necrolysis (TEN)",""
0,100,3,"GI","Hepatic Disorders","Cirrhosis",""
0,100,3,"GI","Uncategorized","Carbon Monoxide Poisoning",""
0,100,3,"DERM","Infectious Diseases","Abscess",""
0,100,3,"PSYCH","Uncategorized","Cannabis Withdrawal",""
0,100,3,"DERM","Uncategorized","Condyloma Acuminatum (Genital Warts)",""
0,100,3,"CV","Vascular Disease","Aortic Dissection",""
0,100,3,"CV","Uncategorized","Snake Bites",""
0,100,3,"GI","Uncategorized","Gastroesophageal Reflux Disease (GERD)",""
0,100,3,"HEENT","Uncategorized","Viral Rhinitis (Common Cold)",""
0,100,3,"ID","Uncategorized","Ebola Virus",""
0,100,3,"GI","Uncategorized","Achalasia",""
0,100,3,"GI","Uncategorized","Boerhaave Syndrome",""
0,100,3,"ENDO","Uncategorized","Sturge-Weber Syndrome",""
0,100,3,"GI","Uncategorized","Colic",""
0,100,3,"HEENT","Uncategorized","Chronic Sialadenitis",""
0,100,3,"GI","Uncategorized","Esophagitis",""
0,100,3,"MSK","Uncategorized","Septic Arthritis",""
0,100,3,"GI","Uncategorized","Chronic Pancreatitis",""
0,100,3,"GI","Uncategorized","H. Pylori Infection",""
0,100,3,"RENAL","Uncategorized","Renal Tubular Acidosis Type IV (Hyperkalemic)",""
0,100,3,"CV","Vascular Disease","Aortic Aneurysm",""
0,100,3,"GI","Uncategorized","Failure to Thrive",""
0,100,3,"GI","Uncategorized","Gastric Cancer",""
0,100,3,"GI","Uncategorized","GI Malignancy",""
0,100,3,"GI","Uncategorized","Hepatocellular Carcinoma",""
0,100,3,"GI","Uncategorized","Hiatal Hernia",""
0,100,3,"PULM","Uncategorized","Pulmonary Hypertension",""
0,100,3,"GU","Uncategorized","Urethritis (General)",""
0,100,3,"GU","Uncategorized","Balanitis",""
0,100,3,"GU","Uncategorized","Nongonococcal Urethritis (Chlamydia)",""
0,100,3,"GU","Uncategorized","Neurogenic Bladder",""
0,100,3,"GU","Uncategorized","Testicular Cancer",""
0,100,3,"GU","Uncategorized","Orchitis",""
0,100,3,"GU","Uncategorized","Vesicoureteral Reflux",""
0,100,3,"PULM","Uncategorized","Aspirin Exacerbated Respiratory Disease (AERD)",""
0,100,3,"GU","Uncategorized","Interstitial Cystitis",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","Chronic Obstructive Pulmonary Disease (COPD)",""
0,100,3,"GI","Uncategorized","Portal Hypertension",""
0,100,3,"GU","Uncategorized","Stress Incontinence",""
0,100,3,"GU","Uncategorized","Phimosis",""
0,100,3,"CV","Valvular Disorders","Tricuspid Regurgitation",""
0,100,3,"REPRO","Uncategorized","Male Hypogonadism (Reproductive Impact)",""
0,100,2,"DERM","Uncategorized","Solar Purpura",""
0,100,3,"ENDO","Uncategorized","MEN Type 2A / 2B",""
0,100,3,"ENDO","Uncategorized","Noonan Syndrome",""
0,100,3,"ENDO","Uncategorized","Hypocalcemia",""
0,100,3,"DERM","Infectious Diseases","Periorbital Cellulitis (Preseptal Cellulitis)",""
0,100,3,"GU","Uncategorized","Urge Incontinence",""
0,100,3,"DERM","Uncategorized","Acrochordon (Skin Tag)",""
0,100,3,"DERM","Uncategorized","Actinic Keratosis",""
0,100,3,"ENDO","Uncategorized","Diabetic Foot Infection",""
0,100,3,"CV","Uncategorized","Left-Sided Heart Failure",""
0,100,3,"REPRO","Uncategorized","Breast Cancer",""
0,100,3,"DERM","Uncategorized","Burns",""
0,100,3,"GU","Uncategorized","Urethral Injury",""
0,100,3,"GU","Uncategorized","Benign Prostatic Hyperplasia (BPH)",""
0,100,3,"DERM","Uncategorized","Urticaria",""
0,100,3,"GU","Uncategorized","Epididymitis",""
0,100,3,"GU","Uncategorized","Glomerulonephritis",""
0,100,3,"DERM","Uncategorized","Vitiligo",""
0,100,3,"DERM","Uncategorized","Atypical (Dysplastic) Nevus",""
0,100,3,"GU","Uncategorized","Hemorrhagic Cystitis",""
0,100,3,"PSYCH","Uncategorized","Posttraumatic Stress Disorder (PTSD)",""
0,100,3,"DERM","Uncategorized","Erythema Infectiosum (Fifth Disease)",""
0,100,3,"DERM","Uncategorized","Lichenoid Drug Eruption",""
0,100,3,"HEENT","Uncategorized","Foreign Body in External Auditory Canal",""
0,100,3,"DERM","Uncategorized","Erythema Migrans",""
0,100,3,"DERM","Uncategorized","Paronychia",""
0,100,3,"ID","Uncategorized","HIV Infection / AIDS",""
0,100,3,"HEENT","Uncategorized","Allergic Rhinitis",""
0,100,3,"DERM","Uncategorized","Acanthosis Nigricans",""
0,100,3,"DERM","Uncategorized","Erythroderma (Exfoliative Dermatitis)",""
0,100,3,"HEENT","Uncategorized","Corneal Ulcer",""
0,100,3,"HEME","Uncategorized","Lead Poisoning",""
0,100,3,"CV","Acute Coronary Syndrome","Mitral Regurgitation",""
0,100,3,"DERM","Uncategorized","Discoid Lupus Erythematosus",""
0,100,2,"DERM","Uncategorized","Granuloma Annulare",""
0,100,3,"DERM","Uncategorized","Acute Cutaneous Lupus Erythematosus",""
0,100,3,"DERM","Uncategorized","Port-Wine Stain",""
0,100,3,"HEENT","Infectious Diseases","Dental Abscess",""
0,100,3,"HEME","Uncategorized","Asplenia",""
0,100,3,"DERM","Uncategorized","Lipoma",""
0,100,3,"HEENT","Uncategorized","Mastoiditis",""
0,100,3,"HEENT","Uncategorized","Optic Neuritis",""
0,100,3,"DERM","Uncategorized","Molluscum Contagiosum",""
0,100,3,"CV","Congenital Heart Disease","Tetralogy of Fallot",""
0,100,3,"CV","Vascular Disease","Acute Arterial Occlusive Disease",""
0,100,3,"HEENT","Uncategorized","Strabismus",""
0,100,3,"DERM","Uncategorized","Hand-Foot-Mouth Disease (HFMD)",""
0,100,3,"DERM","Uncategorized","Pemphigus Vulgaris",""
0,100,3,"DERM","Uncategorized","Urticarial Drug Eruption",""
0,100,3,"DERM","Uncategorized","Perioral Dermatitis",""
0,100,3,"DERM","Uncategorized","Guttate Psoriasis",""
0,100,3,"DERM","Uncategorized","Strawberry Hemangioma (Infantile Hemangioma)",""
0,100,3,"PULM","Uncategorized","Healed Primary TB",""
0,100,3,"PULM","Uncategorized","Silicosis",""
0,100,3,"DERM","Uncategorized","Post-Inflammatory Hyperpigmentation / Hypopigmentation",""
0,100,3,"RENAL","Obstructive Pulmonary Diseases","Post-Obstructive Diuresis",""
0,100,0,"DERM","Uncategorized","Psoriasis Vulva And Vaginal",""
0,100,3,"DERM","Uncategorized","Rosacea",""
0,100,3,"DERM","Uncategorized","Lichen Simplex Chronicus",""
0,100,3,"CV","Congenital Heart Disease","Ventricular Septal Defect (VSD)",""
0,100,3,"DERM","Uncategorized","Cherry Angioma / Hemangioma",""
0,100,3,"RENAL","Uncategorized","Focal Segmental Glomerulosclerosis (FSGS)",""
0,100,3,"CV","Vascular Disease","Varicose Veins",""
0,100,3,"DERM","Uncategorized","Common Melanocytic Nevus",""
0,100,3,"CV","Vascular Disease","Superficial Venous Thrombosis (SVT)",""
0,100,3,"HEENT","Uncategorized","Epistaxis – Anterior",""
0,100,3,"DERM","Uncategorized","Hidradenitis Suppurativa",""
0,100,3,"HEME","Uncategorized","Hemophilia A",""
0,100,3,"GI","Uncategorized","Ileus",""
0,100,3,"DERM","Uncategorized","Spider Bites (Brown Recluse / Black Widow)",""
0,100,3,"ENDO","Uncategorized","Thyroid Nodule",""
0,100,3,"ENDO","Uncategorized","Precocious Puberty",""
0,100,3,"HEME","Uncategorized","Beta Thalassemia Major (Pediatric)",""
0,100,3,"DERM","Uncategorized","Onychomycosis",""
0,100,3,"HEENT","Uncategorized","Acute Angle-Closure Glaucoma",""
0,100,3,"ENDO","Uncategorized","Syndrome of Inappropriate ADH (SIADH)",""
0,100,3,"ENDO","Uncategorized","Gestational Diabetes",""
0,100,3,"ENDO","Uncategorized","Thyroid Cancer",""
0,100,3,"ENDO","Uncategorized","Adrenal Crisis",""
0,100,3,"HEME","Uncategorized","G6PD Deficiency",""
0,100,3,"PULM","Uncategorized","Cor Pulmonale",""
0,100,2,"ENDO","Uncategorized","Gigantism",""
0,100,3,"ENDO","Uncategorized","Hirsutism",""
0,100,3,"ENDO","Uncategorized","Hypothyroidism (Primary)",""
0,100,3,"GI","Biliary Disorders","Cholelithiasis",""
0,100,3,"ENDO","Uncategorized","Nephrogenic Diabetes Insipidus",""
0,100,3,"ENDO","Uncategorized","Osteomalacia / Vitamin D Deficiency",""
0,100,3,"ENDO","Uncategorized","Osteoporosis (Endocrine Related)",""
0,100,3,"MSK","Uncategorized","Lateral Epicondylitis (Tennis Elbow)",""
0,100,3,"RENAL","Uncategorized","Thrombotic Microangiopathy (HUS/TTP) – Renal Manifestations",""
0,100,3,"HEENT","Uncategorized","Otitis Externa",""
0,100,3,"ENDO","Uncategorized","Postpartum Thyroiditis",""
0,100,3,"ENDO","Uncategorized","Primary Hyperparathyroidism",""
0,100,3,"MSK","Uncategorized","Osteomalacia",""
0,100,3,"MSK","Uncategorized","Chondromalacia Patellae",""
0,100,3,"ENDO","Uncategorized","Adrenal Incidentaloma",""
0,100,3,"RENAL","Uncategorized","Hyperphosphatemia (CKD)",""
0,100,3,"CV","Uncategorized","Sick Sinus Syndrome (SSS)",""
0,100,3,"CV","Uncategorized","Premature Ventricular Contraction (PVC)",""
0,100,3,"ENDO","Uncategorized","Myxedema Coma",""
0,100,3,"DERM","Uncategorized","Erythema Multiforme",""
0,100,3,"ENDO","Uncategorized","Congenital Adrenal Hyperplasia (CAH)",""
0,100,3,"ID","Uncategorized","Mumps",""
0,100,3,"ENDO","Uncategorized","Diabetes Insipidus (Central)",""
0,100,3,"CV","Uncategorized","Pericarditis",""
0,100,3,"PSYCH","Uncategorized","Paranoid Personality Disorder",""
0,100,3,"ENDO","Uncategorized","Edwards Syndrome (Trisomy 18)",""
0,100,3,"ID","Uncategorized","Chlamydia",""
0,100,3,"ENDO","Uncategorized","Fragile X Syndrome",""
0,100,3,"ENDO","Uncategorized","Hashimoto's Thyroiditis",""
0,100,3,"MSK","Uncategorized","Hip Fracture",""
0,100,3,"GI","Uncategorized","Vitamin C Deficiency (Scurvy)",""
0,100,3,"ENDO","Uncategorized","Hyperaldosteronism (Conn Syndrome)",""
0,100,3,"DERM","Uncategorized","Androgenetic Alopecia",""
0,100,3,"ENDO","Uncategorized","Hyperosmolar Hyperglycemic State (HHS)",""
0,100,3,"ID","Infectious Diseases","Abscess (Skin and Soft Tissue)",""
0,100,3,"ID","Uncategorized","Infective Endocarditis",""
0,100,3,"ENDO","Uncategorized","Prolactinoma",""
0,100,3,"ENDO","Uncategorized","Type 1 Diabetes Mellitus",""
0,100,3,"ID","Infectious Diseases","Folliculitis",""
0,100,3,"ENDO","Uncategorized","Thyroid Storm",""
0,100,3,"ENDO","Uncategorized","Delayed Puberty",""
0,100,3,"PULM","Uncategorized","Obesity Hypoventilation Syndrome",""
0,100,3,"DERM","Uncategorized","Scabies",""
0,100,3,"PSYCH","Uncategorized","Delusional Disorder",""
0,100,3,"RENAL","Uncategorized","Acute Pyelonephritis",""
0,100,3,"ENDO","Uncategorized","Turner Syndrome — Endocrine Manifestations",""
0,100,3,"HEENT","Uncategorized","Herpes Simplex Keratitis",""
0,100,3,"ID","Uncategorized","Coccidioidomycosis",""
0,100,3,"PSYCH","Uncategorized","Nicotine Withdrawal",""
0,100,3,"ENDO","Uncategorized","Metabolic Syndrome",""
0,100,3,"REPRO","Uncategorized","Female Infertility – Tubal Factor",""
0,100,3,"ENDO","Uncategorized","Diabetic Neuropathy",""
0,100,3,"ENDO","Uncategorized","Pheochromocytoma",""
0,100,3,"ID","Uncategorized","Candidiasis",""
0,100,0,"HEENT","Uncategorized","Acute Angle Closure Glaucoma",""
0,100,3,"CV","Acute Coronary Syndrome","Mitral Stenosis",""
0,100,3,"HEENT","Uncategorized","Thyroid Eye Disease (Graves' Ophthalmopathy)",""
0,100,3,"MSK","Uncategorized","Acromioclavicular (AC) Joint Separation",""
0,100,3,"HEENT","Uncategorized","Infectious Mononucleosis (Oropharyngeal Manifestations)",""
0,100,3,"GU","Uncategorized","Testicular Trauma",""
0,100,3,"CV","Congenital Heart Disease","Patent Ductus Arteriosus (PDA)",""
0,100,3,"ID","Uncategorized","Hookworm",""
0,100,3,"HEENT","Uncategorized","Salivary Gland Tumors",""
0,100,3,"HEENT","Uncategorized","Hyphema",""
0,100,3,"HEENT","Hypertension","Ocular Hypertension",""
0,100,3,"HEENT","Uncategorized","Oropharyngeal Carcinoma (Including HPV-Associated)",""
0,100,3,"ID","Uncategorized","Hand-Foot-Mouth Disease",""
0,100,3,"HEENT","Uncategorized","Scleritis",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Second-Degree AV Block (Mobitz I)",""
0,100,3,"HEENT","Uncategorized","Retinoblastoma",""
0,100,3,"ID","Uncategorized","Malaria",""
0,100,3,"HEENT","Uncategorized","Nonallergic Rhinitis",""
0,100,2,"HEME","Uncategorized","Waldenström Macroglobulinemia",""
0,100,3,"HEENT","Uncategorized","Nasal Polyps",""
0,100,3,"PSYCH","Uncategorized","Tobacco Use Disorder",""
0,100,3,"MSK","Uncategorized","Developmental Dysplasia of the Hip",""
0,100,3,"MSK","Uncategorized","Ulnar Neuropathy at the Elbow (Cubital Tunnel)",""
0,100,3,"ID","Uncategorized","Typhoid Fever",""
0,100,3,"ID","Uncategorized","Varicella (Chickenpox)",""
0,100,3,"MSK","Uncategorized","Transient Synovitis of the Hip",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Atrial Flutter",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","COPD Exacerbation",""
0,100,3,"CV","Cardiomyopathy","Hypertrophic Cardiomyopathy",""
0,100,3,"HEENT","Uncategorized","Ludwig’s Angina",""
0,100,3,"HEENT","Uncategorized","Primary Open-Angle Glaucoma",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Second-Degree AV Block (Mobitz II)",""
0,100,3,"MSK","Uncategorized","Septic Tenosynovitis",""
0,100,3,"HEENT","Uncategorized","Epistaxis – Posterior",""
0,100,3,"GI","Colorectal Disorders","Ulcerative Colitis",""
0,100,3,"ENDO","Uncategorized","Pituitary Adenoma",""
0,100,3,"HEENT","Uncategorized","Laryngeal Carcinoma",""
0,100,3,"ID","Uncategorized","Bartonella henselae",""
0,100,3,"HEENT","Uncategorized","Acoustic Neuroma (Vestibular Schwannoma)",""
0,100,3,"CV","Uncategorized","Right-Sided Heart Failure",""
0,100,3,"HEENT","Uncategorized","Age-Related Macular Degeneration – Wet",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Wolff-Parkinson-White Syndrome",""
0,100,3,"HEENT","Uncategorized","Allergic Conjunctivitis",""
0,100,3,"HEENT","Uncategorized","Nasal Foreign Body",""
0,100,3,"HEME","Uncategorized","Chronic Myelogenous Leukemia (CML)",""
0,100,3,"HEENT","Uncategorized","Oral Candidiasis (Thrush)",""
0,100,3,"ENDO","Uncategorized","Amenorrhea — Endocrine Causes",""
0,100,3,"HEENT","Uncategorized","Rhinitis Medicamentosa",""
0,100,3,"MSK","Uncategorized","Subacromial Bursitis",""
0,100,3,"MSK","Uncategorized","Proximal Humerus Fracture",""
0,100,3,"ID","Uncategorized","Ascariasis",""
0,100,3,"CV","Valvular Disorders","Aortic Stenosis",""
0,100,3,"HEENT","Uncategorized","Acute Bacterial Rhinosinusitis",""
0,100,3,"HEENT","Uncategorized","Aphthous Ulcers",""
0,100,3,"HEENT","Uncategorized","Barotrauma",""
0,100,3,"HEENT","Uncategorized","Vocal Cord Nodules / Polyps",""
0,100,3,"MSK","Uncategorized","Systemic Sclerosis (Scleroderma)",""
0,100,3,"HEENT","Uncategorized","Blepharitis",""
0,100,3,"HEENT","Uncategorized","Cerumen Impaction",""
0,100,3,"ID","Uncategorized","Histoplasmosis",""
0,100,3,"MSK","Uncategorized","Juvenile Idiopathic Arthritis",""
0,100,3,"ID","Uncategorized","Blastomycosis",""
0,100,3,"RENAL","Uncategorized","Chronic Kidney Disease",""
0,100,3,"MSK","Uncategorized","Lyme Arthritis",""
0,100,3,"MSK","Uncategorized","Tibial Shaft Fracture",""
0,100,2,"HEENT","Uncategorized","Dacryoadenitis",""
0,100,3,"PSYCH","Uncategorized","Bipolar I Disorder",""
0,100,3,"PSYCH","Uncategorized","Stimulant Withdrawal",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","First-Degree AV Block",""
0,100,3,"ENDO","Uncategorized","Cushing's Syndrome",""
0,100,3,"CV","Vascular Disease","Peripheral Venous Disease",""
0,100,3,"HEENT","Uncategorized","Dry Eye Syndrome (Keratoconjunctivitis Sicca)",""
0,100,3,"ID","Uncategorized","Zika Virus",""
0,100,3,"ID","Uncategorized","Toxic Shock Syndrome",""
0,100,3,"PULM","Uncategorized","Non–Small Cell Lung Cancer",""
0,100,3,"ID","Uncategorized","Anthrax",""
0,100,3,"HEENT","Infectious Diseases","Peritonsillar Abscess",""
0,100,3,"CV","Vascular Disease","Giant Cell Arteritis (Temporal Arteritis)",""
0,100,3,"HEENT","Uncategorized","Pterygium",""
0,100,3,"MSK","Uncategorized","Pseudogout (Calcium Pyrophosphate Deposition)",""
0,100,3,"HEENT","Uncategorized","Recurrent Otitis Media",""
0,100,3,"ID","Uncategorized","Meningitis (Bacterial)",""
0,100,3,"MSK","Uncategorized","Sever’s Disease",""
0,100,3,"PSYCH","Uncategorized","Conduct Disorder",""
0,100,2,"ID","Uncategorized","Amebiasis",""
0,100,2,"DERM","Uncategorized","Prurigo Nodularis",""
0,100,3,"ID","Uncategorized","Anaplasmosis",""
0,100,3,"HEENT","Anxiety Disorders","Tympanic Membrane Perforation",""
0,100,3,"HEENT","Uncategorized","Viral Conjunctivitis",""
0,100,3,"HEENT","Uncategorized","Pinguecula",""
0,100,3,"HEENT","Infectious Diseases","Retropharyngeal Abscess",""
0,100,3,"HEENT","Uncategorized","Nasopharyngeal Carcinoma",""
0,100,3,"HEME","Uncategorized","Sickle Cell Pain Crisis (Pediatric)",""
0,100,3,"HEENT","Uncategorized","Diabetic Retinopathy – Proliferative",""
0,100,3,"HEENT","Uncategorized","Laryngopharyngeal Reflux (LPR)",""
0,100,3,"HEENT","Uncategorized","Herpes Labialis",""
0,100,3,"ID","Uncategorized","Diphtheria",""
0,100,3,"HEENT","Uncategorized","Bacterial Conjunctivitis",""
0,100,3,"REPRO","Uncategorized","HELLP Syndrome",""
0,100,3,"HEENT","Uncategorized","Acute Laryngitis",""
0,100,3,"HEENT","Uncategorized","Otitis Media with Effusion (Serous Otitis)",""
0,100,3,"ID","Uncategorized","Syphilis",""
0,100,3,"HEENT","Uncategorized","Acute Otitis Media",""
0,100,3,"HEENT","Uncategorized","Cholesteatoma",""
0,100,3,"ID","Uncategorized","Gonorrhea",""
0,100,3,"HEENT","Uncategorized","Chronic Rhinosinusitis",""
0,100,3,"HEENT","Uncategorized","Labyrinthitis",""
0,100,0,"GI","Colorectal Disorders","Crohn S",""
0,100,3,"ID","Uncategorized","Infectious Mononucleosis (EBV)",""
0,100,3,"HEENT","Uncategorized","Chronic Tonsillitis",""
0,100,3,"GI","Uncategorized","Ischemic Colitis",""
0,100,3,"GI","Uncategorized","Colorectal Cancer",""
0,100,2,"DERM","Uncategorized","Acute Generalized Exanthematous Pustulosis (AGEP)",""
0,100,3,"PSYCH","Anxiety Disorders","Panic Disorder",""
0,100,3,"DERM","Uncategorized","Onychocryptosis",""
0,100,3,"GI","Uncategorized","Gastroparesis",""
0,100,3,"ID","Uncategorized","Latent Tuberculosis",""
0,100,3,"GI","Uncategorized","Pseudomembranous Colitis (C. diff)",""
0,100,3,"GI","Uncategorized","Short Bowel Syndrome",""
0,100,3,"GI","Uncategorized","Vitamin D Deficiency (Rickets)",""
0,100,3,"PSYCH","Depressive Disorders","Depression with Peripartum Onset",""
0,100,3,"HEENT","Uncategorized","Parotitis (Non-Mumps)",""
0,100,3,"CV","Uncategorized","Orthostatic Hypotension",""
0,100,3,"GI","Uncategorized","Anorectal Abscess / Fistula",""
0,100,3,"GI","Uncategorized","Hemorrhoids",""
0,100,3,"ID","Uncategorized","Tinea Infections",""
0,100,3,"GI","Uncategorized","Umbilical Hernia",""
0,100,3,"GI","Uncategorized","Small Bowel Obstruction",""
0,100,3,"GI","Hepatic Disorders","Autoimmune Hepatitis",""
0,100,3,"RENAL","Uncategorized","Polycystic Kidney Disease",""
0,100,3,"ENDO","Uncategorized","MEN Type 1",""
0,100,3,"GI","Biliary Disorders","Cholecystitis",""
0,100,3,"GI","Uncategorized","Acute Mesenteric Ischemia",""
0,100,3,"ID","Uncategorized","Rabies",""
0,100,3,"ENDO","Uncategorized","Subacute Thyroiditis (De Quervain)",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Ventricular Tachycardia",""
0,100,3,"GI","Uncategorized","Acute Pancreatitis",""
0,100,3,"GI","Hepatic Disorders","Hepatitis A",""
0,100,3,"DERM","Uncategorized","Plaque Psoriasis",""
0,100,3,"GI","Uncategorized","Celiac Disease",""
0,100,3,"GI","Uncategorized","Choledocholithiasis",""
0,100,3,"ID","Uncategorized","Scabies (Parasitic)",""
0,100,3,"GI","Uncategorized","Diffuse Esophageal Spasm",""
0,100,3,"HEME","Uncategorized","Protein S Deficiency",""
0,100,3,"HEENT","Uncategorized","Oral Cavity Squamous Cell Carcinoma",""
0,100,3,"GI","Uncategorized","Diverticulitis",""
0,100,3,"GI","Uncategorized","Esophageal Varices",""
0,100,3,"RENAL","Uncategorized","Hypophosphatemia (Renal Loss)",""
0,100,3,"GI","Uncategorized","Pancreatic Cancer",""
